7/5/2007,,,,159.2,,159.2
7/9/2007,,,,160.7,,160.7
7/9/2007,,,,161.1,,161.1
7/11/2007,,,,161.7,,161.7
7/13/2007,,,,162,,162
7/16/2007,,,,162.3,,162.3
7/18/2007,,,,162.5,,162.5
7/20/2007,,,,162.6,,162.6
7/23/2007,,,,162.6,,162.6
7/25/2007,,,,162.5,,162.5
7/26/2007,,,,150.1,,150.1
